id	title	source_page	pdf_url	status	reading_status
mlsys2024-71381211d0abef73ed1887b83c4547b1	Does Compressing Activations Help Model Parallel Training?	https://proceedings.mlsys.org/paper_files/paper/2024/hash/71381211d0abef73ed1887b83c4547b1-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/71381211d0abef73ed1887b83c4547b1-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-75bb91b908e6924763c9f2bbe87e921e	Distributed Matrix-Based Sampling for Graph Neural Network Training	https://proceedings.mlsys.org/paper_files/paper/2024/hash/75bb91b908e6924763c9f2bbe87e921e-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/75bb91b908e6924763c9f2bbe87e921e-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-78834433edc3291f4c6cbbd2759324db	Disaggregated Multi-Tower: Topology-aware Modeling Technique for Efficient Large Scale Recommendation	https://proceedings.mlsys.org/paper_files/paper/2024/hash/78834433edc3291f4c6cbbd2759324db-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/78834433edc3291f4c6cbbd2759324db-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-87eaaa8605a1a472d9a9756e7500517b	VQPy: An Object-Oriented Approach to Modern Video Analytics	https://proceedings.mlsys.org/paper_files/paper/2024/hash/87eaaa8605a1a472d9a9756e7500517b-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/87eaaa8605a1a472d9a9756e7500517b-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-906419cd502575b617cc489a1a696a67	SLoRA: Scalable Serving of Thousands of LoRA Adapters	https://proceedings.mlsys.org/paper_files/paper/2024/hash/906419cd502575b617cc489a1a696a67-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/906419cd502575b617cc489a1a696a67-Paper-Conference.pdf	downloaded	selected_sections_read
mlsys2024-9069a8976ff06f6443e7f4172990a580	L-GreCo: Layerwise-adaptive Gradient Compression For Efficient Data-parallel Deep Learning	https://proceedings.mlsys.org/paper_files/paper/2024/hash/9069a8976ff06f6443e7f4172990a580-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/9069a8976ff06f6443e7f4172990a580-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-a66caa1703fe34705a4368c3014c1966	Prompt Cache: Modular Attention Reuse for Low-Latency Inference	https://proceedings.mlsys.org/paper_files/paper/2024/hash/a66caa1703fe34705a4368c3014c1966-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/a66caa1703fe34705a4368c3014c1966-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-b0131b6ee02a00b03fc3320176fec8f5	Fine-Tuning Language Models Using Formal Methods Feedback: A Use Case in Autonomous Systems	https://proceedings.mlsys.org/paper_files/paper/2024/hash/b0131b6ee02a00b03fc3320176fec8f5-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/b0131b6ee02a00b03fc3320176fec8f5-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-b74a8de47d2b3c928360e0a011f48351	VIDUR: A LARGE-SCALE SIMULATION FRAMEWORK FOR LLM INFERENCE	https://proceedings.mlsys.org/paper_files/paper/2024/hash/b74a8de47d2b3c928360e0a011f48351-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/b74a8de47d2b3c928360e0a011f48351-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-b8bf2c0dd0b48511889b7d3b2c5fc8f5	Torch2Chip: An End-to-end Customizable Deep Neural Network Compression and Deployment Toolkit for Prototype Hardware Accelerator Design	https://proceedings.mlsys.org/paper_files/paper/2024/hash/b8bf2c0dd0b48511889b7d3b2c5fc8f5-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/b8bf2c0dd0b48511889b7d3b2c5fc8f5-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-bbb7506579431a85861a05fff048d3e1	Q-Hitter: A Better Token Oracle for Efficient LLM Inference via Sparse-Quantized KV Cache	https://proceedings.mlsys.org/paper_files/paper/2024/hash/bbb7506579431a85861a05fff048d3e1-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/bbb7506579431a85861a05fff048d3e1-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-bbd7d8bd780fcf7143add2317ba04638	FedTrans: Efficient Federated Learning via Multi-Model Transformation	https://proceedings.mlsys.org/paper_files/paper/2024/hash/bbd7d8bd780fcf7143add2317ba04638-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/bbd7d8bd780fcf7143add2317ba04638-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-c2a0e26dd9ee7d57e92bb1c24b39659a	LIFL: A Lightweight, Event-driven Serverless Platform for Federated Learning	https://proceedings.mlsys.org/paper_files/paper/2024/hash/c2a0e26dd9ee7d57e92bb1c24b39659a-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/c2a0e26dd9ee7d57e92bb1c24b39659a-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-c66a9db149261435664284a20b6f1d42	Proteus: Preserving Model Confidentiality during Graph Optimizations	https://proceedings.mlsys.org/paper_files/paper/2024/hash/c66a9db149261435664284a20b6f1d42-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/c66a9db149261435664284a20b6f1d42-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-c74b624843218d9b6713fcf299d6d5e4	QMoE: Sub-1-Bit Compression of Trillion Parameter Models	https://proceedings.mlsys.org/paper_files/paper/2024/hash/c74b624843218d9b6713fcf299d6d5e4-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/c74b624843218d9b6713fcf299d6d5e4-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-d5a655b8b373737b4f2aea8f78e5e754	vMCU: Coordinated Memory Management and Kernel Optimization for DNN Inference on MCUs	https://proceedings.mlsys.org/paper_files/paper/2024/hash/d5a655b8b373737b4f2aea8f78e5e754-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/d5a655b8b373737b4f2aea8f78e5e754-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-dcb38c6ad7911842ab31081be9540b89	UniDM: A Unified Framework for Data Manipulation with Large Language Models	https://proceedings.mlsys.org/paper_files/paper/2024/hash/dcb38c6ad7911842ab31081be9540b89-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/dcb38c6ad7911842ab31081be9540b89-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-dea9b4b6f55ae611c54065d6fc750755	Efficient Post-training Quantization with FP8 Formats	https://proceedings.mlsys.org/paper_files/paper/2024/hash/dea9b4b6f55ae611c54065d6fc750755-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/dea9b4b6f55ae611c54065d6fc750755-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-eb261df4322a8bd0a73093c4d8a0d02d	COMET: Neural Cost Model Explanation Framework	https://proceedings.mlsys.org/paper_files/paper/2024/hash/eb261df4322a8bd0a73093c4d8a0d02d-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/eb261df4322a8bd0a73093c4d8a0d02d-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-f03cb785864596fa5901f1359d23fd81	On Latency Predictors for Neural Architecture Search	https://proceedings.mlsys.org/paper_files/paper/2024/hash/f03cb785864596fa5901f1359d23fd81-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/f03cb785864596fa5901f1359d23fd81-Paper-Conference.pdf	downloaded	abstract_screened
mlsys2024-f502981cbe221d857ad409450a7917c3	FLASH: Fast Model Adaptation in ML-Centric Cloud Platforms	https://proceedings.mlsys.org/paper_files/paper/2024/hash/f502981cbe221d857ad409450a7917c3-Abstract-Conference.html	https://proceedings.mlsys.org/paper_files/paper/2024/file/f502981cbe221d857ad409450a7917c3-Paper-Conference.pdf	downloaded	abstract_screened
