layer,name,category,shapes,matrix_flops,scalar_flops,special_ops,weight_read_bytes,activation_read_bytes,activation_write_bytes,notes,repeats
aggregate; see repeats,full.PV,attention_matrix,"{""valid_pairs"": 8193, ""rectangular_pairs"": 8193, ""heads"": 16, ""head_dim"": 256}",67117056,0,{},0,0,0,"Valid causal arithmetic; eager full rectangle work is separately reported, not inferred GPU execution.",10
aggregate; see repeats,full.softmax,softmax,{},0,524336,"{""exp"": 131088, ""max_comparisons"": 131072}",0,0,0,"Scale/subtract/reduce/divide over valid pairs; softmax FP32, full score materialization not assumed.",10
aggregate; see repeats,full.output_gate,elementwise,{},0,4096,"{""sigmoid"": 4096}",0,16384,8192,,10
aggregate; see repeats,linear.qkv,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 8192], ""weight_storage"": [8192, 2048], ""output"": [1, 8192]}",33554432,0,{},33554432,4096,16384,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,30
aggregate; see repeats,linear.z,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 4096], ""weight_storage"": [4096, 2048], ""output"": [1, 4096]}",16777216,0,{},16777216,4096,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,30
aggregate; see repeats,linear.a,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 32], ""weight_storage"": [32, 2048], ""output"": [1, 32]}",131072,0,{},131072,4096,64,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,30
aggregate; see repeats,linear.b,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 32], ""weight_storage"": [32, 2048], ""output"": [1, 32]}",131072,0,{},131072,4096,64,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,30
aggregate; see repeats,linear.output,linear,"{""input"": [1, 4096], ""weight_math"": [4096, 2048], ""weight_storage"": [2048, 4096], ""output"": [1, 2048]}",16777216,0,{},16777216,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,30
aggregate; see repeats,linear.causal_conv_valid,depthwise_conv,"{""channels"": 8192, ""kernel"": 4, ""valid_taps_per_channel_request"": 4}",65536,0,{},65536,0,0,Only mathematically valid nonpadding tap products. Padded fallback conv1d and cached history recomputation are not this valid subtotal.,30
aggregate; see repeats,linear.conv_silu,activation,{},0,8192,"{""sigmoid"": 8192}",0,16384,16384,,30
aggregate; see repeats,linear.decay_and_beta,gate,{},0,64,"{""exp"": 32, ""softplus"": 32, ""sigmoid"": 32}",128,0,0,A_log.float() and a.float() establish FP32 decay arithmetic; A_log/dt_bias operand bytes follow verified checkpoint dtypes. exp(A_log) once per invocation; explicit cast interfaces are in the supplement.,30
aggregate; see repeats,linear.repeat_qk,copy,"{""repeat_factor"": 2}",0,0,{},0,8192,16384,Logical expanded Q/K interfaces; a kernel can avoid materialization.,30
aggregate; see repeats,linear.qk_l2norm_and_query_scale,normalization,{},0,28672,"{""rsqrt"": 64}",0,0,0,"Squares,reduction,epsilon,normalization plus query scaling; FP32 core. Reduction convention counts KD-1 additions.",30
aggregate; see repeats,linear.gated_output_norm,normalization,"{""rows"": 32, ""width"": 128}",0,16416,"{""rsqrt"": 32}",256,8192,8192,"FP32 internal arithmetic; interfaces are BF16 input/output, not internal conversion traffic.",30
aggregate; see repeats,linear.norm_z_gate,activation,{},0,8192,"{""sigmoid"": 4096}",0,0,0,SiLU(z) then multiplication with normalized values.,30
aggregate; see repeats,linear.recurrent.state_read_K,state_matrix,"{""loop_tokens"": 1, ""state"": [1, 32, 128, 128]}",1048576,0,{},0,0,0,,30
aggregate; see repeats,linear.recurrent.outer_update,state_matrix,{},1048576,0,{},0,0,0,,30
aggregate; see repeats,linear.recurrent.state_read_Q,state_matrix,{},1048576,0,{},0,0,0,,30
aggregate; see repeats,linear.recurrent.decay_delta,elementwise,{},0,532480,"{""exp"": 32}",0,2097152,2097152,One logical persistent-state read/write; intermediate state passes not counted as measured memory.,30
aggregate; see repeats,moe.router,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 256], ""weight_storage"": [256, 2048], ""output"": [1, 256]}",1048576,0,{},1048576,4096,512,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.router_softmax_topk,router,{},0,782,"{""exp"": 256, ""topk_selections"": 1, ""max_comparisons"": 255}",0,0,0,Topk algorithm comparison count unknown; FP32 probabilities and top8 renormalization.,40
aggregate; see repeats,moe.expert0.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert0.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert1.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert1.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert2.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert2.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert3.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert3.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert4.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert4.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert5.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert5.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert6.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert6.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert7.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert7.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.routed_swiglu,activation,{},0,8192,"{""sigmoid"": 4096}",0,0,0,,40
aggregate; see repeats,moe.routed_weight_and_index_add,routing,{},0,32768,{},0,32768,32768,Probability multiply and addition into zero-initialized destination; gather/metadata/scatter physical traffic not complete.,40
aggregate; see repeats,moe.shared.gate_up,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [1, 1024]}",4194304,0,{},4194304,4096,2048,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.shared.down,linear,"{""input"": [1, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [1, 2048]}",2097152,0,{},2097152,1024,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.shared.gate,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 1], ""weight_storage"": [1, 2048], ""output"": [1, 1]}",4096,0,{},4096,4096,2,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.shared_swiglu_gate_combine,activation,{},0,5120,"{""sigmoid"": 513}",0,0,0,,40
aggregate; see repeats,final_norm,normalization,"{""rows"": 1, ""width"": 2048}",0,10241,"{""rsqrt"": 1}",4096,4096,4096,"FP32 internal arithmetic; interfaces are BF16 input/output, not internal conversion traffic.",1
aggregate; see repeats,lm_head,linear,"{""input"": [1, 2048], ""weight_math"": [2048, 248320], ""weight_storage"": [248320, 2048], ""output"": [1, 248320]}",1017118720,0,{},1017118720,4096,496640,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,1
aggregate; see repeats,reference.conv.additional_padded_and_discarded_products,reference_supplement,{},65536,0,{},0,0,0,"Dense convolution multiply-accumulate slots including zero-padding and outputs discarded by slices; FMA=2, not backend instruction count.",30
aggregate; see repeats,reference.conv.extra_silu_before_final_crop,reference_supplement,{},0,0,"{""sigmoid"": 0}",0,0,0,,30
aggregate; see repeats,reference.rope.frequency_outer_product,reference_supplement,{},192,0,{},0,0,0,,1
aggregate; see repeats,reference.rope.sin_cos_and_scaling,reference_supplement,{},0,192,"{""sin"": 96, ""cos"": 96}",0,0,0,Source multiplies both sin and cos by attention_scaling=1.,1
aggregate; see repeats,reference.rope.rotate_half_negation,reference_supplement,{},0,576,{},0,0,0,,10
aggregate; see repeats,reference.full.eager_additional_softmax_and_mask,reference_supplement,{},0,131088,"{""exp"": 0, ""max_comparisons"": 0}",0,0,0,Additional rectangular softmax positions plus attention-mask addition to every score slot.,10
aggregate; see repeats,reference.linear.A_exp_negation,reference_supplement,{},0,32,{},0,0,0,"FP32 exp(A_log), then unary negation; exponent primitive counted in primary operator.",30
