id,name,kind,inputs,output,matrix_flops,scalar_flops,special_ops,input_bytes,output_bytes,weight_bytes,notes,nonpadding_matrix_flops,normalization_vectors,normalization_width
11,mid.attention.q,linear_1x1,"[""mid.attention.norm""]",mid.attention.q,8589934592,8388608,{},16777216,16777216,525312,,,,
12,mid.attention.k,linear_1x1,"[""mid.attention.norm""]",mid.attention.k,8589934592,8388608,{},16777216,16777216,525312,,,,
13,mid.attention.v,linear_1x1,"[""mid.attention.norm""]",mid.attention.v,8589934592,8388608,{},16777216,16777216,525312,,,,
14,mid.attention.sdpa,sdpa,"[""mid.attention.q"", ""mid.attention.k"", ""mid.attention.v""]",mid.attention.sdpa,549755813888,1073725440,"{""exp"": 268435456, ""max_comparisons"": 268419072}",50331648,16777216,0,"Single head, noncausal, dropout0. Mathematical QK/softmax/PV work; no score tensor allocation inferred from opaque SDPA.",,,
15,mid.attention.out,linear_1x1,"[""mid.attention.sdpa""]",mid.attention.out,8589934592,8388608,{},16777216,16777216,525312,,,,
16,mid.attention.add,residual_add,"[""mid.attention.out"", ""mid.residual0.divide_by_one""]",mid.attention.add,0,8388608,{},33554432,16777216,0,,,,
17,mid.attention.divide_by_one,residual_rescale,"[""mid.attention.add""]",mid.attention.divide_by_one,0,8388608,{},16777216,16777216,0,,,,
18,mid.residual1.norm1,groupnorm,"[""mid.attention.divide_by_one""]",mid.residual1.norm1,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
19,mid.residual1.silu1,silu,"[""mid.residual1.norm1""]",mid.residual1.silu1,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
20,mid.residual1.conv1,conv2d,"[""mid.residual1.silu1""]",mid.residual1.conv1,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
21,mid.residual1.norm2,groupnorm,"[""mid.residual1.conv1""]",mid.residual1.norm2,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
22,mid.residual1.silu2,silu,"[""mid.residual1.norm2""]",mid.residual1.silu2,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
23,mid.residual1.conv2,conv2d,"[""mid.residual1.silu2""]",mid.residual1.conv2,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
24,mid.residual1.add,residual_add,"[""mid.attention.divide_by_one"", ""mid.residual1.conv2""]",mid.residual1.add,0,8388608,{},33554432,16777216,0,,,,
25,mid.residual1.divide_by_one,residual_rescale,"[""mid.residual1.add""]",mid.residual1.divide_by_one,0,8388608,{},16777216,16777216,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
26,up0.residual0.norm1,groupnorm,"[""mid.residual1.divide_by_one""]",up0.residual0.norm1,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
27,up0.residual0.silu1,silu,"[""up0.residual0.norm1""]",up0.residual0.silu1,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
28,up0.residual0.conv1,conv2d,"[""up0.residual0.silu1""]",up0.residual0.conv1,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
29,up0.residual0.norm2,groupnorm,"[""up0.residual0.conv1""]",up0.residual0.norm2,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
30,up0.residual0.silu2,silu,"[""up0.residual0.norm2""]",up0.residual0.silu2,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
31,up0.residual0.conv2,conv2d,"[""up0.residual0.silu2""]",up0.residual0.conv2,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
32,up0.residual0.add,residual_add,"[""mid.residual1.divide_by_one"", ""up0.residual0.conv2""]",up0.residual0.add,0,8388608,{},33554432,16777216,0,,,,
33,up0.residual0.divide_by_one,residual_rescale,"[""up0.residual0.add""]",up0.residual0.divide_by_one,0,8388608,{},16777216,16777216,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
34,up0.residual1.norm1,groupnorm,"[""up0.residual0.divide_by_one""]",up0.residual1.norm1,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
35,up0.residual1.silu1,silu,"[""up0.residual1.norm1""]",up0.residual1.silu1,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
36,up0.residual1.conv1,conv2d,"[""up0.residual1.silu1""]",up0.residual1.conv1,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
37,up0.residual1.norm2,groupnorm,"[""up0.residual1.conv1""]",up0.residual1.norm2,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
38,up0.residual1.silu2,silu,"[""up0.residual1.norm2""]",up0.residual1.silu2,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
39,up0.residual1.conv2,conv2d,"[""up0.residual1.silu2""]",up0.residual1.conv2,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
40,up0.residual1.add,residual_add,"[""up0.residual0.divide_by_one"", ""up0.residual1.conv2""]",up0.residual1.add,0,8388608,{},33554432,16777216,0,,,,
41,up0.residual1.divide_by_one,residual_rescale,"[""up0.residual1.add""]",up0.residual1.divide_by_one,0,8388608,{},16777216,16777216,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
42,up0.residual2.norm1,groupnorm,"[""up0.residual1.divide_by_one""]",up0.residual2.norm1,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
43,up0.residual2.silu1,silu,"[""up0.residual2.norm1""]",up0.residual2.silu1,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
44,up0.residual2.conv1,conv2d,"[""up0.residual2.silu1""]",up0.residual2.conv1,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
45,up0.residual2.norm2,groupnorm,"[""up0.residual2.conv1""]",up0.residual2.norm2,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
46,up0.residual2.silu2,silu,"[""up0.residual2.norm2""]",up0.residual2.silu2,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
47,up0.residual2.conv2,conv2d,"[""up0.residual2.silu2""]",up0.residual2.conv2,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
48,up0.residual2.add,residual_add,"[""up0.residual1.divide_by_one"", ""up0.residual2.conv2""]",up0.residual2.add,0,8388608,{},33554432,16777216,0,,,,
49,up0.residual2.divide_by_one,residual_rescale,"[""up0.residual2.add""]",up0.residual2.divide_by_one,0,8388608,{},16777216,16777216,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
50,up0.nearest,nearest2d,"[""up0.residual2.divide_by_one""]",up0.nearest,0,0,{},16777216,67108864,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
51,up0.spatial_conv,conv2d,"[""up0.nearest""]",up0.spatial_conv,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
52,up1.residual0.norm1,groupnorm,"[""up0.spatial_conv""]",up1.residual0.norm1,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
53,up1.residual0.silu1,silu,"[""up1.residual0.norm1""]",up1.residual0.silu1,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
54,up1.residual0.conv1,conv2d,"[""up1.residual0.silu1""]",up1.residual0.conv1,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
55,up1.residual0.norm2,groupnorm,"[""up1.residual0.conv1""]",up1.residual0.norm2,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
56,up1.residual0.silu2,silu,"[""up1.residual0.norm2""]",up1.residual0.silu2,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
57,up1.residual0.conv2,conv2d,"[""up1.residual0.silu2""]",up1.residual0.conv2,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
58,up1.residual0.add,residual_add,"[""up0.spatial_conv"", ""up1.residual0.conv2""]",up1.residual0.add,0,33554432,{},134217728,67108864,0,,,,
59,up1.residual0.divide_by_one,residual_rescale,"[""up1.residual0.add""]",up1.residual0.divide_by_one,0,33554432,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
60,up1.residual1.norm1,groupnorm,"[""up1.residual0.divide_by_one""]",up1.residual1.norm1,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
61,up1.residual1.silu1,silu,"[""up1.residual1.norm1""]",up1.residual1.silu1,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
62,up1.residual1.conv1,conv2d,"[""up1.residual1.silu1""]",up1.residual1.conv1,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
63,up1.residual1.norm2,groupnorm,"[""up1.residual1.conv1""]",up1.residual1.norm2,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
64,up1.residual1.silu2,silu,"[""up1.residual1.norm2""]",up1.residual1.silu2,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
65,up1.residual1.conv2,conv2d,"[""up1.residual1.silu2""]",up1.residual1.conv2,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
66,up1.residual1.add,residual_add,"[""up1.residual0.divide_by_one"", ""up1.residual1.conv2""]",up1.residual1.add,0,33554432,{},134217728,67108864,0,,,,
67,up1.residual1.divide_by_one,residual_rescale,"[""up1.residual1.add""]",up1.residual1.divide_by_one,0,33554432,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
68,up1.residual2.norm1,groupnorm,"[""up1.residual1.divide_by_one""]",up1.residual2.norm1,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
69,up1.residual2.silu1,silu,"[""up1.residual2.norm1""]",up1.residual2.silu1,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
70,up1.residual2.conv1,conv2d,"[""up1.residual2.silu1""]",up1.residual2.conv1,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
71,up1.residual2.norm2,groupnorm,"[""up1.residual2.conv1""]",up1.residual2.norm2,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
72,up1.residual2.silu2,silu,"[""up1.residual2.norm2""]",up1.residual2.silu2,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
73,up1.residual2.conv2,conv2d,"[""up1.residual2.silu2""]",up1.residual2.conv2,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
74,up1.residual2.add,residual_add,"[""up1.residual1.divide_by_one"", ""up1.residual2.conv2""]",up1.residual2.add,0,33554432,{},134217728,67108864,0,,,,
75,up1.residual2.divide_by_one,residual_rescale,"[""up1.residual2.add""]",up1.residual2.divide_by_one,0,33554432,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
76,up1.nearest,nearest2d,"[""up1.residual2.divide_by_one""]",up1.nearest,0,0,{},67108864,268435456,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
77,up1.spatial_conv,conv2d,"[""up1.nearest""]",up1.spatial_conv,1236950581248,134217728,{},268435456,268435456,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",1233731452928,,
78,up2.residual0.norm1,groupnorm,"[""up1.spatial_conv""]",up2.residual0.norm1,0,939524128,"{""rsqrt"": 32}",268435456,268435456,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
79,up2.residual0.silu1,silu,"[""up2.residual0.norm1""]",up2.residual0.silu1,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
80,up2.residual0.conv1,conv2d,"[""up2.residual0.silu1""]",up2.residual0.conv1,618475290624,67108864,{},268435456,134217728,2359808,"Dense same-padding slots, FMA=2; bias additions separate.",616865726464,,
81,up2.residual0.norm2,groupnorm,"[""up2.residual0.conv1""]",up2.residual0.norm2,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
82,up2.residual0.silu2,silu,"[""up2.residual0.norm2""]",up2.residual0.silu2,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
83,up2.residual0.conv2,conv2d,"[""up2.residual0.silu2""]",up2.residual0.conv2,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
84,up2.residual0.shortcut,conv2d,"[""up1.spatial_conv""]",up2.residual0.shortcut,68719476736,67108864,{},268435456,134217728,262656,"Dense same-padding slots, FMA=2; bias additions separate.",68719476736,,
85,up2.residual0.add,residual_add,"[""up2.residual0.shortcut"", ""up2.residual0.conv2""]",up2.residual0.add,0,67108864,{},268435456,134217728,0,,,,
86,up2.residual0.divide_by_one,residual_rescale,"[""up2.residual0.add""]",up2.residual0.divide_by_one,0,67108864,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
87,up2.residual1.norm1,groupnorm,"[""up2.residual0.divide_by_one""]",up2.residual1.norm1,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
88,up2.residual1.silu1,silu,"[""up2.residual1.norm1""]",up2.residual1.silu1,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
89,up2.residual1.conv1,conv2d,"[""up2.residual1.silu1""]",up2.residual1.conv1,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
90,up2.residual1.norm2,groupnorm,"[""up2.residual1.conv1""]",up2.residual1.norm2,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
91,up2.residual1.silu2,silu,"[""up2.residual1.norm2""]",up2.residual1.silu2,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
92,up2.residual1.conv2,conv2d,"[""up2.residual1.silu2""]",up2.residual1.conv2,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
93,up2.residual1.add,residual_add,"[""up2.residual0.divide_by_one"", ""up2.residual1.conv2""]",up2.residual1.add,0,67108864,{},268435456,134217728,0,,,,
94,up2.residual1.divide_by_one,residual_rescale,"[""up2.residual1.add""]",up2.residual1.divide_by_one,0,67108864,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
95,up2.residual2.norm1,groupnorm,"[""up2.residual1.divide_by_one""]",up2.residual2.norm1,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
96,up2.residual2.silu1,silu,"[""up2.residual2.norm1""]",up2.residual2.silu1,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
97,up2.residual2.conv1,conv2d,"[""up2.residual2.silu1""]",up2.residual2.conv1,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
98,up2.residual2.norm2,groupnorm,"[""up2.residual2.conv1""]",up2.residual2.norm2,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
99,up2.residual2.silu2,silu,"[""up2.residual2.norm2""]",up2.residual2.silu2,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
100,up2.residual2.conv2,conv2d,"[""up2.residual2.silu2""]",up2.residual2.conv2,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
101,up2.residual2.add,residual_add,"[""up2.residual1.divide_by_one"", ""up2.residual2.conv2""]",up2.residual2.add,0,67108864,{},268435456,134217728,0,,,,
102,up2.residual2.divide_by_one,residual_rescale,"[""up2.residual2.add""]",up2.residual2.divide_by_one,0,67108864,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
103,up2.nearest,nearest2d,"[""up2.residual2.divide_by_one""]",up2.nearest,0,0,{},134217728,536870912,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
104,up2.spatial_conv,conv2d,"[""up2.nearest""]",up2.spatial_conv,1236950581248,268435456,{},536870912,536870912,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",1235340492800,,
105,up3.residual0.norm1,groupnorm,"[""up2.spatial_conv""]",up3.residual0.norm1,0,1879048224,"{""rsqrt"": 32}",536870912,536870912,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,8388608
106,up3.residual0.silu1,silu,"[""up3.residual0.norm1""]",up3.residual0.silu1,0,268435456,"{""sigmoid"": 268435456}",536870912,536870912,0,,,,
107,up3.residual0.conv1,conv2d,"[""up3.residual0.silu1""]",up3.residual0.conv1,618475290624,134217728,{},536870912,268435456,590080,"Dense same-padding slots, FMA=2; bias additions separate.",617670246400,,
108,up3.residual0.norm2,groupnorm,"[""up3.residual0.conv1""]",up3.residual0.norm2,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
109,up3.residual0.silu2,silu,"[""up3.residual0.norm2""]",up3.residual0.silu2,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
110,up3.residual0.conv2,conv2d,"[""up3.residual0.silu2""]",up3.residual0.conv2,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
111,up3.residual0.shortcut,conv2d,"[""up2.spatial_conv""]",up3.residual0.shortcut,68719476736,134217728,{},536870912,268435456,65792,"Dense same-padding slots, FMA=2; bias additions separate.",68719476736,,
112,up3.residual0.add,residual_add,"[""up3.residual0.shortcut"", ""up3.residual0.conv2""]",up3.residual0.add,0,134217728,{},536870912,268435456,0,,,,
113,up3.residual0.divide_by_one,residual_rescale,"[""up3.residual0.add""]",up3.residual0.divide_by_one,0,134217728,{},268435456,268435456,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
114,up3.residual1.norm1,groupnorm,"[""up3.residual0.divide_by_one""]",up3.residual1.norm1,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
115,up3.residual1.silu1,silu,"[""up3.residual1.norm1""]",up3.residual1.silu1,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
116,up3.residual1.conv1,conv2d,"[""up3.residual1.silu1""]",up3.residual1.conv1,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
117,up3.residual1.norm2,groupnorm,"[""up3.residual1.conv1""]",up3.residual1.norm2,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
118,up3.residual1.silu2,silu,"[""up3.residual1.norm2""]",up3.residual1.silu2,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
119,up3.residual1.conv2,conv2d,"[""up3.residual1.silu2""]",up3.residual1.conv2,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
120,up3.residual1.add,residual_add,"[""up3.residual0.divide_by_one"", ""up3.residual1.conv2""]",up3.residual1.add,0,134217728,{},536870912,268435456,0,,,,
121,up3.residual1.divide_by_one,residual_rescale,"[""up3.residual1.add""]",up3.residual1.divide_by_one,0,134217728,{},268435456,268435456,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
122,up3.residual2.norm1,groupnorm,"[""up3.residual1.divide_by_one""]",up3.residual2.norm1,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
123,up3.residual2.silu1,silu,"[""up3.residual2.norm1""]",up3.residual2.silu1,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
124,up3.residual2.conv1,conv2d,"[""up3.residual2.silu1""]",up3.residual2.conv1,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
125,up3.residual2.norm2,groupnorm,"[""up3.residual2.conv1""]",up3.residual2.norm2,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
126,up3.residual2.silu2,silu,"[""up3.residual2.norm2""]",up3.residual2.silu2,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
127,up3.residual2.conv2,conv2d,"[""up3.residual2.silu2""]",up3.residual2.conv2,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
128,up3.residual2.add,residual_add,"[""up3.residual1.divide_by_one"", ""up3.residual2.conv2""]",up3.residual2.add,0,134217728,{},536870912,268435456,0,,,,
129,up3.residual2.divide_by_one,residual_rescale,"[""up3.residual2.add""]",up3.residual2.divide_by_one,0,134217728,{},268435456,268435456,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
130,decoder.output_norm,groupnorm,"[""up3.residual2.divide_by_one""]",decoder.output_norm,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
131,decoder.output_silu,silu,"[""decoder.output_norm""]",decoder.output_silu,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
132,decoder.output,conv2d,"[""decoder.output_silu""]",decoder.output,7247757312,3145728,{},268435456,6291456,6918,"Dense same-padding slots, FMA=2; bias additions separate.",7238323200,,
