layer,name,category,shapes,matrix_flops,scalar_flops,special_ops,weight_read_bytes,activation_read_bytes,activation_write_bytes,notes,repeats
aggregate; see repeats,moe.expert1.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert2.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert2.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert3.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert3.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert4.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert4.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert5.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert5.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert6.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert6.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert7.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert7.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert8.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert8.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert9.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert9.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert10.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert10.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert11.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert11.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert12.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert12.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert13.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert13.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert14.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert14.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert15.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert15.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert16.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert16.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert17.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert17.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert18.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert18.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert19.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert19.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert20.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert20.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert21.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert21.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert22.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert22.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert23.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert23.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert24.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert24.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert25.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert25.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert26.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert26.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert27.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert27.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert28.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert28.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert29.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert29.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert30.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert30.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert31.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert31.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert32.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert32.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert33.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert33.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert34.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert34.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert35.gate_up,linear,"{""input"": [2, 2048], ""weight_math"": [2048, 1024], ""weight_storage"": [1024, 2048], ""output"": [2, 1024]}",8388608,0,{},4194304,8192,4096,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
aggregate; see repeats,moe.expert35.down,linear,"{""input"": [2, 512], ""weight_math"": [512, 2048], ""weight_storage"": [2048, 512], ""output"": [2, 2048]}",4194304,0,{},2097152,2048,8192,独立 GEMM：权重与输入各读一次、输出写一次的操作数载荷；不预测 tile 重读。,40
