id,name,kind,inputs,output,matrix_flops,scalar_flops,special_ops,input_bytes,output_bytes,weight_bytes,notes,nonpadding_matrix_flops,normalization_vectors,normalization_width
20,mid.residual1.norm1,groupnorm,"[""mid.attention.divide_by_one""]",mid.residual1.norm1,0,14680096,"{""rsqrt"": 32}",8388608,8388608,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,65536
21,mid.residual1.silu1,silu,"[""mid.residual1.norm1""]",mid.residual1.silu1,0,2097152,"{""sigmoid"": 2097152}",8388608,8388608,0,,,,
22,mid.residual1.conv1,conv2d,"[""mid.residual1.silu1""]",mid.residual1.conv1,19327352832,2097152,{},8388608,8388608,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",18926796800,,
23,mid.residual1.norm2,groupnorm,"[""mid.residual1.conv1""]",mid.residual1.norm2,0,14680096,"{""rsqrt"": 32}",8388608,8388608,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,65536
24,mid.residual1.silu2,silu,"[""mid.residual1.norm2""]",mid.residual1.silu2,0,2097152,"{""sigmoid"": 2097152}",8388608,8388608,0,,,,
25,mid.residual1.conv2,conv2d,"[""mid.residual1.silu2""]",mid.residual1.conv2,19327352832,2097152,{},8388608,8388608,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",18926796800,,
26,mid.residual1.add,residual_add,"[""mid.attention.divide_by_one"", ""mid.residual1.conv2""]",mid.residual1.add,0,2097152,{},16777216,8388608,0,,,,
27,mid.residual1.divide_by_one,residual_rescale,"[""mid.residual1.add""]",mid.residual1.divide_by_one,0,2097152,{},8388608,8388608,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
28,up0.residual0.norm1,groupnorm,"[""mid.residual1.divide_by_one""]",up0.residual0.norm1,0,14680096,"{""rsqrt"": 32}",8388608,8388608,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,65536
29,up0.residual0.silu1,silu,"[""up0.residual0.norm1""]",up0.residual0.silu1,0,2097152,"{""sigmoid"": 2097152}",8388608,8388608,0,,,,
30,up0.residual0.conv1,conv2d,"[""up0.residual0.silu1""]",up0.residual0.conv1,19327352832,2097152,{},8388608,8388608,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",18926796800,,
31,up0.residual0.norm2,groupnorm,"[""up0.residual0.conv1""]",up0.residual0.norm2,0,14680096,"{""rsqrt"": 32}",8388608,8388608,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,65536
32,up0.residual0.silu2,silu,"[""up0.residual0.norm2""]",up0.residual0.silu2,0,2097152,"{""sigmoid"": 2097152}",8388608,8388608,0,,,,
33,up0.residual0.conv2,conv2d,"[""up0.residual0.silu2""]",up0.residual0.conv2,19327352832,2097152,{},8388608,8388608,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",18926796800,,
34,up0.residual0.add,residual_add,"[""mid.residual1.divide_by_one"", ""up0.residual0.conv2""]",up0.residual0.add,0,2097152,{},16777216,8388608,0,,,,
35,up0.residual0.divide_by_one,residual_rescale,"[""up0.residual0.add""]",up0.residual0.divide_by_one,0,2097152,{},8388608,8388608,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
36,up0.residual1.norm1,groupnorm,"[""up0.residual0.divide_by_one""]",up0.residual1.norm1,0,14680096,"{""rsqrt"": 32}",8388608,8388608,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,65536
37,up0.residual1.silu1,silu,"[""up0.residual1.norm1""]",up0.residual1.silu1,0,2097152,"{""sigmoid"": 2097152}",8388608,8388608,0,,,,
38,up0.residual1.conv1,conv2d,"[""up0.residual1.silu1""]",up0.residual1.conv1,19327352832,2097152,{},8388608,8388608,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",18926796800,,
39,up0.residual1.norm2,groupnorm,"[""up0.residual1.conv1""]",up0.residual1.norm2,0,14680096,"{""rsqrt"": 32}",8388608,8388608,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,65536
40,up0.residual1.silu2,silu,"[""up0.residual1.norm2""]",up0.residual1.silu2,0,2097152,"{""sigmoid"": 2097152}",8388608,8388608,0,,,,
41,up0.residual1.conv2,conv2d,"[""up0.residual1.silu2""]",up0.residual1.conv2,19327352832,2097152,{},8388608,8388608,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",18926796800,,
42,up0.residual1.add,residual_add,"[""up0.residual0.divide_by_one"", ""up0.residual1.conv2""]",up0.residual1.add,0,2097152,{},16777216,8388608,0,,,,
43,up0.residual1.divide_by_one,residual_rescale,"[""up0.residual1.add""]",up0.residual1.divide_by_one,0,2097152,{},8388608,8388608,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
44,up0.residual2.norm1,groupnorm,"[""up0.residual1.divide_by_one""]",up0.residual2.norm1,0,14680096,"{""rsqrt"": 32}",8388608,8388608,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,65536
45,up0.residual2.silu1,silu,"[""up0.residual2.norm1""]",up0.residual2.silu1,0,2097152,"{""sigmoid"": 2097152}",8388608,8388608,0,,,,
46,up0.residual2.conv1,conv2d,"[""up0.residual2.silu1""]",up0.residual2.conv1,19327352832,2097152,{},8388608,8388608,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",18926796800,,
47,up0.residual2.norm2,groupnorm,"[""up0.residual2.conv1""]",up0.residual2.norm2,0,14680096,"{""rsqrt"": 32}",8388608,8388608,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,65536
48,up0.residual2.silu2,silu,"[""up0.residual2.norm2""]",up0.residual2.silu2,0,2097152,"{""sigmoid"": 2097152}",8388608,8388608,0,,,,
49,up0.residual2.conv2,conv2d,"[""up0.residual2.silu2""]",up0.residual2.conv2,19327352832,2097152,{},8388608,8388608,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",18926796800,,
50,up0.residual2.add,residual_add,"[""up0.residual1.divide_by_one"", ""up0.residual2.conv2""]",up0.residual2.add,0,2097152,{},16777216,8388608,0,,,,
51,up0.residual2.divide_by_one,residual_rescale,"[""up0.residual2.add""]",up0.residual2.divide_by_one,0,2097152,{},8388608,8388608,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
52,up0.nearest,nearest2d,"[""up0.residual2.divide_by_one""]",up0.nearest,0,0,{},8388608,33554432,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
53,up0.spatial_conv,conv2d,"[""up0.nearest""]",up0.spatial_conv,77309411328,8388608,{},33554432,33554432,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
54,up1.residual0.norm1,groupnorm,"[""up0.spatial_conv""]",up1.residual0.norm1,0,58720288,"{""rsqrt"": 32}",33554432,33554432,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
55,up1.residual0.silu1,silu,"[""up1.residual0.norm1""]",up1.residual0.silu1,0,8388608,"{""sigmoid"": 8388608}",33554432,33554432,0,,,,
56,up1.residual0.conv1,conv2d,"[""up1.residual0.silu1""]",up1.residual0.conv1,77309411328,8388608,{},33554432,33554432,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
57,up1.residual0.norm2,groupnorm,"[""up1.residual0.conv1""]",up1.residual0.norm2,0,58720288,"{""rsqrt"": 32}",33554432,33554432,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
58,up1.residual0.silu2,silu,"[""up1.residual0.norm2""]",up1.residual0.silu2,0,8388608,"{""sigmoid"": 8388608}",33554432,33554432,0,,,,
59,up1.residual0.conv2,conv2d,"[""up1.residual0.silu2""]",up1.residual0.conv2,77309411328,8388608,{},33554432,33554432,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
60,up1.residual0.add,residual_add,"[""up0.spatial_conv"", ""up1.residual0.conv2""]",up1.residual0.add,0,8388608,{},67108864,33554432,0,,,,
61,up1.residual0.divide_by_one,residual_rescale,"[""up1.residual0.add""]",up1.residual0.divide_by_one,0,8388608,{},33554432,33554432,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
62,up1.residual1.norm1,groupnorm,"[""up1.residual0.divide_by_one""]",up1.residual1.norm1,0,58720288,"{""rsqrt"": 32}",33554432,33554432,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
63,up1.residual1.silu1,silu,"[""up1.residual1.norm1""]",up1.residual1.silu1,0,8388608,"{""sigmoid"": 8388608}",33554432,33554432,0,,,,
64,up1.residual1.conv1,conv2d,"[""up1.residual1.silu1""]",up1.residual1.conv1,77309411328,8388608,{},33554432,33554432,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
65,up1.residual1.norm2,groupnorm,"[""up1.residual1.conv1""]",up1.residual1.norm2,0,58720288,"{""rsqrt"": 32}",33554432,33554432,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
66,up1.residual1.silu2,silu,"[""up1.residual1.norm2""]",up1.residual1.silu2,0,8388608,"{""sigmoid"": 8388608}",33554432,33554432,0,,,,
67,up1.residual1.conv2,conv2d,"[""up1.residual1.silu2""]",up1.residual1.conv2,77309411328,8388608,{},33554432,33554432,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
68,up1.residual1.add,residual_add,"[""up1.residual0.divide_by_one"", ""up1.residual1.conv2""]",up1.residual1.add,0,8388608,{},67108864,33554432,0,,,,
69,up1.residual1.divide_by_one,residual_rescale,"[""up1.residual1.add""]",up1.residual1.divide_by_one,0,8388608,{},33554432,33554432,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
70,up1.residual2.norm1,groupnorm,"[""up1.residual1.divide_by_one""]",up1.residual2.norm1,0,58720288,"{""rsqrt"": 32}",33554432,33554432,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
71,up1.residual2.silu1,silu,"[""up1.residual2.norm1""]",up1.residual2.silu1,0,8388608,"{""sigmoid"": 8388608}",33554432,33554432,0,,,,
72,up1.residual2.conv1,conv2d,"[""up1.residual2.silu1""]",up1.residual2.conv1,77309411328,8388608,{},33554432,33554432,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
73,up1.residual2.norm2,groupnorm,"[""up1.residual2.conv1""]",up1.residual2.norm2,0,58720288,"{""rsqrt"": 32}",33554432,33554432,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
74,up1.residual2.silu2,silu,"[""up1.residual2.norm2""]",up1.residual2.silu2,0,8388608,"{""sigmoid"": 8388608}",33554432,33554432,0,,,,
75,up1.residual2.conv2,conv2d,"[""up1.residual2.silu2""]",up1.residual2.conv2,77309411328,8388608,{},33554432,33554432,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
76,up1.residual2.add,residual_add,"[""up1.residual1.divide_by_one"", ""up1.residual2.conv2""]",up1.residual2.add,0,8388608,{},67108864,33554432,0,,,,
77,up1.residual2.divide_by_one,residual_rescale,"[""up1.residual2.add""]",up1.residual2.divide_by_one,0,8388608,{},33554432,33554432,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
78,up1.nearest,nearest2d,"[""up1.residual2.divide_by_one""]",up1.nearest,0,0,{},33554432,134217728,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
79,up1.spatial_conv,conv2d,"[""up1.nearest""]",up1.spatial_conv,309237645312,33554432,{},134217728,134217728,9439232,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
80,up2.residual0.norm1,groupnorm,"[""up1.spatial_conv""]",up2.residual0.norm1,0,234881056,"{""rsqrt"": 32}",134217728,134217728,4096,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
81,up2.residual0.silu1,silu,"[""up2.residual0.norm1""]",up2.residual0.silu1,0,33554432,"{""sigmoid"": 33554432}",134217728,134217728,0,,,,
82,up2.residual0.conv1,conv2d,"[""up2.residual0.silu1""]",up2.residual0.conv1,154618822656,16777216,{},134217728,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",153814564864,,
83,up2.residual0.norm2,groupnorm,"[""up2.residual0.conv1""]",up2.residual0.norm2,0,117440544,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,524288
84,up2.residual0.silu2,silu,"[""up2.residual0.norm2""]",up2.residual0.silu2,0,16777216,"{""sigmoid"": 16777216}",67108864,67108864,0,,,,
85,up2.residual0.conv2,conv2d,"[""up2.residual0.silu2""]",up2.residual0.conv2,77309411328,16777216,{},67108864,67108864,2360320,"Dense same-padding slots, FMA=2; bias additions separate.",76907282432,,
86,up2.residual0.shortcut,conv2d,"[""up1.spatial_conv""]",up2.residual0.shortcut,17179869184,16777216,{},134217728,67108864,525312,"Dense same-padding slots, FMA=2; bias additions separate.",17179869184,,
87,up2.residual0.add,residual_add,"[""up2.residual0.shortcut"", ""up2.residual0.conv2""]",up2.residual0.add,0,16777216,{},134217728,67108864,0,,,,
88,up2.residual0.divide_by_one,residual_rescale,"[""up2.residual0.add""]",up2.residual0.divide_by_one,0,16777216,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
89,up2.residual1.norm1,groupnorm,"[""up2.residual0.divide_by_one""]",up2.residual1.norm1,0,117440544,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,524288
90,up2.residual1.silu1,silu,"[""up2.residual1.norm1""]",up2.residual1.silu1,0,16777216,"{""sigmoid"": 16777216}",67108864,67108864,0,,,,
91,up2.residual1.conv1,conv2d,"[""up2.residual1.silu1""]",up2.residual1.conv1,77309411328,16777216,{},67108864,67108864,2360320,"Dense same-padding slots, FMA=2; bias additions separate.",76907282432,,
92,up2.residual1.norm2,groupnorm,"[""up2.residual1.conv1""]",up2.residual1.norm2,0,117440544,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,524288
93,up2.residual1.silu2,silu,"[""up2.residual1.norm2""]",up2.residual1.silu2,0,16777216,"{""sigmoid"": 16777216}",67108864,67108864,0,,,,
94,up2.residual1.conv2,conv2d,"[""up2.residual1.silu2""]",up2.residual1.conv2,77309411328,16777216,{},67108864,67108864,2360320,"Dense same-padding slots, FMA=2; bias additions separate.",76907282432,,
95,up2.residual1.add,residual_add,"[""up2.residual0.divide_by_one"", ""up2.residual1.conv2""]",up2.residual1.add,0,16777216,{},134217728,67108864,0,,,,
96,up2.residual1.divide_by_one,residual_rescale,"[""up2.residual1.add""]",up2.residual1.divide_by_one,0,16777216,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
97,up2.residual2.norm1,groupnorm,"[""up2.residual1.divide_by_one""]",up2.residual2.norm1,0,117440544,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,524288
98,up2.residual2.silu1,silu,"[""up2.residual2.norm1""]",up2.residual2.silu1,0,16777216,"{""sigmoid"": 16777216}",67108864,67108864,0,,,,
99,up2.residual2.conv1,conv2d,"[""up2.residual2.silu1""]",up2.residual2.conv1,77309411328,16777216,{},67108864,67108864,2360320,"Dense same-padding slots, FMA=2; bias additions separate.",76907282432,,
100,up2.residual2.norm2,groupnorm,"[""up2.residual2.conv1""]",up2.residual2.norm2,0,117440544,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,524288
101,up2.residual2.silu2,silu,"[""up2.residual2.norm2""]",up2.residual2.silu2,0,16777216,"{""sigmoid"": 16777216}",67108864,67108864,0,,,,
102,up2.residual2.conv2,conv2d,"[""up2.residual2.silu2""]",up2.residual2.conv2,77309411328,16777216,{},67108864,67108864,2360320,"Dense same-padding slots, FMA=2; bias additions separate.",76907282432,,
103,up2.residual2.add,residual_add,"[""up2.residual1.divide_by_one"", ""up2.residual2.conv2""]",up2.residual2.add,0,16777216,{},134217728,67108864,0,,,,
104,up2.residual2.divide_by_one,residual_rescale,"[""up2.residual2.add""]",up2.residual2.divide_by_one,0,16777216,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
105,up2.nearest,nearest2d,"[""up2.residual2.divide_by_one""]",up2.nearest,0,0,{},67108864,268435456,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
106,up2.spatial_conv,conv2d,"[""up2.nearest""]",up2.spatial_conv,309237645312,67108864,{},268435456,268435456,2360320,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
107,up3.residual0.norm1,groupnorm,"[""up2.spatial_conv""]",up3.residual0.norm1,0,469762080,"{""rsqrt"": 32}",268435456,268435456,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
108,up3.residual0.silu1,silu,"[""up3.residual0.norm1""]",up3.residual0.silu1,0,67108864,"{""sigmoid"": 67108864}",268435456,268435456,0,,,,
109,up3.residual0.conv1,conv2d,"[""up3.residual0.silu1""]",up3.residual0.conv1,154618822656,33554432,{},268435456,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",154216431616,,
110,up3.residual0.norm2,groupnorm,"[""up3.residual0.conv1""]",up3.residual0.norm2,0,234881056,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
111,up3.residual0.silu2,silu,"[""up3.residual0.norm2""]",up3.residual0.silu2,0,33554432,"{""sigmoid"": 33554432}",134217728,134217728,0,,,,
112,up3.residual0.conv2,conv2d,"[""up3.residual0.silu2""]",up3.residual0.conv2,77309411328,33554432,{},134217728,134217728,590336,"Dense same-padding slots, FMA=2; bias additions separate.",77108215808,,
113,up3.residual0.shortcut,conv2d,"[""up2.spatial_conv""]",up3.residual0.shortcut,17179869184,33554432,{},268435456,134217728,131584,"Dense same-padding slots, FMA=2; bias additions separate.",17179869184,,
114,up3.residual0.add,residual_add,"[""up3.residual0.shortcut"", ""up3.residual0.conv2""]",up3.residual0.add,0,33554432,{},268435456,134217728,0,,,,
115,up3.residual0.divide_by_one,residual_rescale,"[""up3.residual0.add""]",up3.residual0.divide_by_one,0,33554432,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
116,up3.residual1.norm1,groupnorm,"[""up3.residual0.divide_by_one""]",up3.residual1.norm1,0,234881056,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
117,up3.residual1.silu1,silu,"[""up3.residual1.norm1""]",up3.residual1.silu1,0,33554432,"{""sigmoid"": 33554432}",134217728,134217728,0,,,,
118,up3.residual1.conv1,conv2d,"[""up3.residual1.silu1""]",up3.residual1.conv1,77309411328,33554432,{},134217728,134217728,590336,"Dense same-padding slots, FMA=2; bias additions separate.",77108215808,,
119,up3.residual1.norm2,groupnorm,"[""up3.residual1.conv1""]",up3.residual1.norm2,0,234881056,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
120,up3.residual1.silu2,silu,"[""up3.residual1.norm2""]",up3.residual1.silu2,0,33554432,"{""sigmoid"": 33554432}",134217728,134217728,0,,,,
121,up3.residual1.conv2,conv2d,"[""up3.residual1.silu2""]",up3.residual1.conv2,77309411328,33554432,{},134217728,134217728,590336,"Dense same-padding slots, FMA=2; bias additions separate.",77108215808,,
122,up3.residual1.add,residual_add,"[""up3.residual0.divide_by_one"", ""up3.residual1.conv2""]",up3.residual1.add,0,33554432,{},268435456,134217728,0,,,,
123,up3.residual1.divide_by_one,residual_rescale,"[""up3.residual1.add""]",up3.residual1.divide_by_one,0,33554432,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
124,up3.residual2.norm1,groupnorm,"[""up3.residual1.divide_by_one""]",up3.residual2.norm1,0,234881056,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
125,up3.residual2.silu1,silu,"[""up3.residual2.norm1""]",up3.residual2.silu1,0,33554432,"{""sigmoid"": 33554432}",134217728,134217728,0,,,,
126,up3.residual2.conv1,conv2d,"[""up3.residual2.silu1""]",up3.residual2.conv1,77309411328,33554432,{},134217728,134217728,590336,"Dense same-padding slots, FMA=2; bias additions separate.",77108215808,,
127,up3.residual2.norm2,groupnorm,"[""up3.residual2.conv1""]",up3.residual2.norm2,0,234881056,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
128,up3.residual2.silu2,silu,"[""up3.residual2.norm2""]",up3.residual2.silu2,0,33554432,"{""sigmoid"": 33554432}",134217728,134217728,0,,,,
129,up3.residual2.conv2,conv2d,"[""up3.residual2.silu2""]",up3.residual2.conv2,77309411328,33554432,{},134217728,134217728,590336,"Dense same-padding slots, FMA=2; bias additions separate.",77108215808,,
130,up3.residual2.add,residual_add,"[""up3.residual1.divide_by_one"", ""up3.residual2.conv2""]",up3.residual2.add,0,33554432,{},268435456,134217728,0,,,,
131,up3.residual2.divide_by_one,residual_rescale,"[""up3.residual2.add""]",up3.residual2.divide_by_one,0,33554432,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
132,decoder.output_norm,groupnorm,"[""up3.residual2.divide_by_one""]",decoder.output_norm,0,234881056,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
133,decoder.output_silu,silu,"[""decoder.output_norm""]",decoder.output_silu,0,33554432,"{""sigmoid"": 33554432}",134217728,134217728,0,,,,
134,decoder.output,conv2d,"[""decoder.output_silu""]",decoder.output,1811939328,786432,{},134217728,3145728,13836,"Dense same-padding slots, FMA=2; bias additions separate.",1807223808,,
