id,name,kind,inputs,output,matrix_flops,scalar_flops,special_ops,input_bytes,output_bytes,weight_bytes,notes,nonpadding_matrix_flops,normalization_vectors,normalization_width
11,mid.attention.q,linear_1x1,"[""mid.attention.norm""]",mid.attention.q,8589934592,8388608,{},16777216,16777216,525312,,,,
12,mid.attention.k,linear_1x1,"[""mid.attention.norm""]",mid.attention.k,8589934592,8388608,{},16777216,16777216,525312,,,,
13,mid.attention.v,linear_1x1,"[""mid.attention.norm""]",mid.attention.v,8589934592,8388608,{},16777216,16777216,525312,,,,
14,mid.attention.qk,attention_qk,"[""mid.attention.q"", ""mid.attention.k""]",mid.attention.qk,274877906944,268435456,{},33554432,536870912,0,baddbmm alpha scaling included; beta0 scratch handled as explicit transient below.,,,
15,mid.attention.upcast,cast,"[""mid.attention.qk""]",mid.attention.upcast,0,0,{},536870912,1073741824,0,upcast_softmax=True; BF16 score converted to FP32.,,,
16,mid.attention.softmax,softmax,"[""mid.attention.upcast""]",mid.attention.softmax,0,805289984,"{""exp"": 268435456, ""max_comparisons"": 268419072}",1073741824,1073741824,0,,,,
17,mid.attention.probability_cast,cast,"[""mid.attention.softmax""]",mid.attention.probability_cast,0,0,{},1073741824,536870912,0,,,,
18,mid.attention.pv,attention_pv,"[""mid.attention.probability_cast"", ""mid.attention.v""]",mid.attention.pv,274877906944,0,{},553648128,16777216,0,,,,
19,mid.attention.out,linear_1x1,"[""mid.attention.pv""]",mid.attention.out,8589934592,8388608,{},16777216,16777216,525312,,,,
20,mid.attention.add,residual_add,"[""mid.attention.out"", ""mid.residual0.divide_by_one""]",mid.attention.add,0,8388608,{},33554432,16777216,0,,,,
21,mid.attention.divide_by_one,residual_rescale,"[""mid.attention.add""]",mid.attention.divide_by_one,0,8388608,{},16777216,16777216,0,,,,
22,mid.residual1.norm1,groupnorm,"[""mid.attention.divide_by_one""]",mid.residual1.norm1,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
23,mid.residual1.silu1,silu,"[""mid.residual1.norm1""]",mid.residual1.silu1,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
24,mid.residual1.conv1,conv2d,"[""mid.residual1.silu1""]",mid.residual1.conv1,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
25,mid.residual1.norm2,groupnorm,"[""mid.residual1.conv1""]",mid.residual1.norm2,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
26,mid.residual1.silu2,silu,"[""mid.residual1.norm2""]",mid.residual1.silu2,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
27,mid.residual1.conv2,conv2d,"[""mid.residual1.silu2""]",mid.residual1.conv2,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
28,mid.residual1.add,residual_add,"[""mid.attention.divide_by_one"", ""mid.residual1.conv2""]",mid.residual1.add,0,8388608,{},33554432,16777216,0,,,,
29,mid.residual1.divide_by_one,residual_rescale,"[""mid.residual1.add""]",mid.residual1.divide_by_one,0,8388608,{},16777216,16777216,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
30,up0.residual0.norm1,groupnorm,"[""mid.residual1.divide_by_one""]",up0.residual0.norm1,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
31,up0.residual0.silu1,silu,"[""up0.residual0.norm1""]",up0.residual0.silu1,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
32,up0.residual0.conv1,conv2d,"[""up0.residual0.silu1""]",up0.residual0.conv1,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
33,up0.residual0.norm2,groupnorm,"[""up0.residual0.conv1""]",up0.residual0.norm2,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
34,up0.residual0.silu2,silu,"[""up0.residual0.norm2""]",up0.residual0.silu2,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
35,up0.residual0.conv2,conv2d,"[""up0.residual0.silu2""]",up0.residual0.conv2,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
36,up0.residual0.add,residual_add,"[""mid.residual1.divide_by_one"", ""up0.residual0.conv2""]",up0.residual0.add,0,8388608,{},33554432,16777216,0,,,,
37,up0.residual0.divide_by_one,residual_rescale,"[""up0.residual0.add""]",up0.residual0.divide_by_one,0,8388608,{},16777216,16777216,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
38,up0.residual1.norm1,groupnorm,"[""up0.residual0.divide_by_one""]",up0.residual1.norm1,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
39,up0.residual1.silu1,silu,"[""up0.residual1.norm1""]",up0.residual1.silu1,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
40,up0.residual1.conv1,conv2d,"[""up0.residual1.silu1""]",up0.residual1.conv1,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
41,up0.residual1.norm2,groupnorm,"[""up0.residual1.conv1""]",up0.residual1.norm2,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
42,up0.residual1.silu2,silu,"[""up0.residual1.norm2""]",up0.residual1.silu2,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
43,up0.residual1.conv2,conv2d,"[""up0.residual1.silu2""]",up0.residual1.conv2,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
44,up0.residual1.add,residual_add,"[""up0.residual0.divide_by_one"", ""up0.residual1.conv2""]",up0.residual1.add,0,8388608,{},33554432,16777216,0,,,,
45,up0.residual1.divide_by_one,residual_rescale,"[""up0.residual1.add""]",up0.residual1.divide_by_one,0,8388608,{},16777216,16777216,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
46,up0.residual2.norm1,groupnorm,"[""up0.residual1.divide_by_one""]",up0.residual2.norm1,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
47,up0.residual2.silu1,silu,"[""up0.residual2.norm1""]",up0.residual2.silu1,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
48,up0.residual2.conv1,conv2d,"[""up0.residual2.silu1""]",up0.residual2.conv1,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
49,up0.residual2.norm2,groupnorm,"[""up0.residual2.conv1""]",up0.residual2.norm2,0,58720288,"{""rsqrt"": 32}",16777216,16777216,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,262144
50,up0.residual2.silu2,silu,"[""up0.residual2.norm2""]",up0.residual2.silu2,0,8388608,"{""sigmoid"": 8388608}",16777216,16777216,0,,,,
51,up0.residual2.conv2,conv2d,"[""up0.residual2.silu2""]",up0.residual2.conv2,77309411328,8388608,{},16777216,16777216,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",76506202112,,
52,up0.residual2.add,residual_add,"[""up0.residual1.divide_by_one"", ""up0.residual2.conv2""]",up0.residual2.add,0,8388608,{},33554432,16777216,0,,,,
53,up0.residual2.divide_by_one,residual_rescale,"[""up0.residual2.add""]",up0.residual2.divide_by_one,0,8388608,{},16777216,16777216,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
54,up0.nearest,nearest2d,"[""up0.residual2.divide_by_one""]",up0.nearest,0,0,{},16777216,67108864,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
55,up0.spatial_conv,conv2d,"[""up0.nearest""]",up0.spatial_conv,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
56,up1.residual0.norm1,groupnorm,"[""up0.spatial_conv""]",up1.residual0.norm1,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
57,up1.residual0.silu1,silu,"[""up1.residual0.norm1""]",up1.residual0.silu1,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
58,up1.residual0.conv1,conv2d,"[""up1.residual0.silu1""]",up1.residual0.conv1,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
59,up1.residual0.norm2,groupnorm,"[""up1.residual0.conv1""]",up1.residual0.norm2,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
60,up1.residual0.silu2,silu,"[""up1.residual0.norm2""]",up1.residual0.silu2,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
61,up1.residual0.conv2,conv2d,"[""up1.residual0.silu2""]",up1.residual0.conv2,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
62,up1.residual0.add,residual_add,"[""up0.spatial_conv"", ""up1.residual0.conv2""]",up1.residual0.add,0,33554432,{},134217728,67108864,0,,,,
63,up1.residual0.divide_by_one,residual_rescale,"[""up1.residual0.add""]",up1.residual0.divide_by_one,0,33554432,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
64,up1.residual1.norm1,groupnorm,"[""up1.residual0.divide_by_one""]",up1.residual1.norm1,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
65,up1.residual1.silu1,silu,"[""up1.residual1.norm1""]",up1.residual1.silu1,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
66,up1.residual1.conv1,conv2d,"[""up1.residual1.silu1""]",up1.residual1.conv1,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
67,up1.residual1.norm2,groupnorm,"[""up1.residual1.conv1""]",up1.residual1.norm2,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
68,up1.residual1.silu2,silu,"[""up1.residual1.norm2""]",up1.residual1.silu2,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
69,up1.residual1.conv2,conv2d,"[""up1.residual1.silu2""]",up1.residual1.conv2,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
70,up1.residual1.add,residual_add,"[""up1.residual0.divide_by_one"", ""up1.residual1.conv2""]",up1.residual1.add,0,33554432,{},134217728,67108864,0,,,,
71,up1.residual1.divide_by_one,residual_rescale,"[""up1.residual1.add""]",up1.residual1.divide_by_one,0,33554432,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
72,up1.residual2.norm1,groupnorm,"[""up1.residual1.divide_by_one""]",up1.residual2.norm1,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
73,up1.residual2.silu1,silu,"[""up1.residual2.norm1""]",up1.residual2.silu1,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
74,up1.residual2.conv1,conv2d,"[""up1.residual2.silu1""]",up1.residual2.conv1,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
75,up1.residual2.norm2,groupnorm,"[""up1.residual2.conv1""]",up1.residual2.norm2,0,234881056,"{""rsqrt"": 32}",67108864,67108864,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,1048576
76,up1.residual2.silu2,silu,"[""up1.residual2.norm2""]",up1.residual2.silu2,0,33554432,"{""sigmoid"": 33554432}",67108864,67108864,0,,,,
77,up1.residual2.conv2,conv2d,"[""up1.residual2.silu2""]",up1.residual2.conv2,309237645312,33554432,{},67108864,67108864,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",307629129728,,
78,up1.residual2.add,residual_add,"[""up1.residual1.divide_by_one"", ""up1.residual2.conv2""]",up1.residual2.add,0,33554432,{},134217728,67108864,0,,,,
79,up1.residual2.divide_by_one,residual_rescale,"[""up1.residual2.add""]",up1.residual2.divide_by_one,0,33554432,{},67108864,67108864,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
80,up1.nearest,nearest2d,"[""up1.residual2.divide_by_one""]",up1.nearest,0,0,{},67108864,268435456,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
81,up1.spatial_conv,conv2d,"[""up1.nearest""]",up1.spatial_conv,1236950581248,134217728,{},268435456,268435456,4719616,"Dense same-padding slots, FMA=2; bias additions separate.",1233731452928,,
82,up2.residual0.norm1,groupnorm,"[""up1.spatial_conv""]",up2.residual0.norm1,0,939524128,"{""rsqrt"": 32}",268435456,268435456,2048,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
83,up2.residual0.silu1,silu,"[""up2.residual0.norm1""]",up2.residual0.silu1,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
84,up2.residual0.conv1,conv2d,"[""up2.residual0.silu1""]",up2.residual0.conv1,618475290624,67108864,{},268435456,134217728,2359808,"Dense same-padding slots, FMA=2; bias additions separate.",616865726464,,
85,up2.residual0.norm2,groupnorm,"[""up2.residual0.conv1""]",up2.residual0.norm2,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
86,up2.residual0.silu2,silu,"[""up2.residual0.norm2""]",up2.residual0.silu2,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
87,up2.residual0.conv2,conv2d,"[""up2.residual0.silu2""]",up2.residual0.conv2,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
88,up2.residual0.shortcut,conv2d,"[""up1.spatial_conv""]",up2.residual0.shortcut,68719476736,67108864,{},268435456,134217728,262656,"Dense same-padding slots, FMA=2; bias additions separate.",68719476736,,
89,up2.residual0.add,residual_add,"[""up2.residual0.shortcut"", ""up2.residual0.conv2""]",up2.residual0.add,0,67108864,{},268435456,134217728,0,,,,
90,up2.residual0.divide_by_one,residual_rescale,"[""up2.residual0.add""]",up2.residual0.divide_by_one,0,67108864,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
91,up2.residual1.norm1,groupnorm,"[""up2.residual0.divide_by_one""]",up2.residual1.norm1,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
92,up2.residual1.silu1,silu,"[""up2.residual1.norm1""]",up2.residual1.silu1,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
93,up2.residual1.conv1,conv2d,"[""up2.residual1.silu1""]",up2.residual1.conv1,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
94,up2.residual1.norm2,groupnorm,"[""up2.residual1.conv1""]",up2.residual1.norm2,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
95,up2.residual1.silu2,silu,"[""up2.residual1.norm2""]",up2.residual1.silu2,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
96,up2.residual1.conv2,conv2d,"[""up2.residual1.silu2""]",up2.residual1.conv2,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
97,up2.residual1.add,residual_add,"[""up2.residual0.divide_by_one"", ""up2.residual1.conv2""]",up2.residual1.add,0,67108864,{},268435456,134217728,0,,,,
98,up2.residual1.divide_by_one,residual_rescale,"[""up2.residual1.add""]",up2.residual1.divide_by_one,0,67108864,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
99,up2.residual2.norm1,groupnorm,"[""up2.residual1.divide_by_one""]",up2.residual2.norm1,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
100,up2.residual2.silu1,silu,"[""up2.residual2.norm1""]",up2.residual2.silu1,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
101,up2.residual2.conv1,conv2d,"[""up2.residual2.silu1""]",up2.residual2.conv1,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
102,up2.residual2.norm2,groupnorm,"[""up2.residual2.conv1""]",up2.residual2.norm2,0,469762080,"{""rsqrt"": 32}",134217728,134217728,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,2097152
103,up2.residual2.silu2,silu,"[""up2.residual2.norm2""]",up2.residual2.silu2,0,67108864,"{""sigmoid"": 67108864}",134217728,134217728,0,,,,
104,up2.residual2.conv2,conv2d,"[""up2.residual2.silu2""]",up2.residual2.conv2,309237645312,67108864,{},134217728,134217728,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",308432863232,,
105,up2.residual2.add,residual_add,"[""up2.residual1.divide_by_one"", ""up2.residual2.conv2""]",up2.residual2.add,0,67108864,{},268435456,134217728,0,,,,
106,up2.residual2.divide_by_one,residual_rescale,"[""up2.residual2.add""]",up2.residual2.divide_by_one,0,67108864,{},134217728,134217728,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
107,up2.nearest,nearest2d,"[""up2.residual2.divide_by_one""]",up2.nearest,0,0,{},134217728,536870912,0,"Nearest duplication, PyTorch>=2.1 BF16-capable branch; no floating interpolation arithmetic.",,,
108,up2.spatial_conv,conv2d,"[""up2.nearest""]",up2.spatial_conv,1236950581248,268435456,{},536870912,536870912,1180160,"Dense same-padding slots, FMA=2; bias additions separate.",1235340492800,,
109,up3.residual0.norm1,groupnorm,"[""up2.spatial_conv""]",up3.residual0.norm1,0,1879048224,"{""rsqrt"": 32}",536870912,536870912,1024,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,8388608
110,up3.residual0.silu1,silu,"[""up3.residual0.norm1""]",up3.residual0.silu1,0,268435456,"{""sigmoid"": 268435456}",536870912,536870912,0,,,,
111,up3.residual0.conv1,conv2d,"[""up3.residual0.silu1""]",up3.residual0.conv1,618475290624,134217728,{},536870912,268435456,590080,"Dense same-padding slots, FMA=2; bias additions separate.",617670246400,,
112,up3.residual0.norm2,groupnorm,"[""up3.residual0.conv1""]",up3.residual0.norm2,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
113,up3.residual0.silu2,silu,"[""up3.residual0.norm2""]",up3.residual0.silu2,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
114,up3.residual0.conv2,conv2d,"[""up3.residual0.silu2""]",up3.residual0.conv2,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
115,up3.residual0.shortcut,conv2d,"[""up2.spatial_conv""]",up3.residual0.shortcut,68719476736,134217728,{},536870912,268435456,65792,"Dense same-padding slots, FMA=2; bias additions separate.",68719476736,,
116,up3.residual0.add,residual_add,"[""up3.residual0.shortcut"", ""up3.residual0.conv2""]",up3.residual0.add,0,134217728,{},536870912,268435456,0,,,,
117,up3.residual0.divide_by_one,residual_rescale,"[""up3.residual0.add""]",up3.residual0.divide_by_one,0,134217728,{},268435456,268435456,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
118,up3.residual1.norm1,groupnorm,"[""up3.residual0.divide_by_one""]",up3.residual1.norm1,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
119,up3.residual1.silu1,silu,"[""up3.residual1.norm1""]",up3.residual1.silu1,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
120,up3.residual1.conv1,conv2d,"[""up3.residual1.silu1""]",up3.residual1.conv1,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
121,up3.residual1.norm2,groupnorm,"[""up3.residual1.conv1""]",up3.residual1.norm2,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
122,up3.residual1.silu2,silu,"[""up3.residual1.norm2""]",up3.residual1.silu2,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
123,up3.residual1.conv2,conv2d,"[""up3.residual1.silu2""]",up3.residual1.conv2,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
124,up3.residual1.add,residual_add,"[""up3.residual0.divide_by_one"", ""up3.residual1.conv2""]",up3.residual1.add,0,134217728,{},536870912,268435456,0,,,,
125,up3.residual1.divide_by_one,residual_rescale,"[""up3.residual1.add""]",up3.residual1.divide_by_one,0,134217728,{},268435456,268435456,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
126,up3.residual2.norm1,groupnorm,"[""up3.residual1.divide_by_one""]",up3.residual2.norm1,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
127,up3.residual2.silu1,silu,"[""up3.residual2.norm1""]",up3.residual2.silu1,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
128,up3.residual2.conv1,conv2d,"[""up3.residual2.silu1""]",up3.residual2.conv1,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
129,up3.residual2.norm2,groupnorm,"[""up3.residual2.conv1""]",up3.residual2.norm2,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
130,up3.residual2.silu2,silu,"[""up3.residual2.norm2""]",up3.residual2.silu2,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
131,up3.residual2.conv2,conv2d,"[""up3.residual2.silu2""]",up3.residual2.conv2,309237645312,134217728,{},268435456,268435456,295168,"Dense same-padding slots, FMA=2; bias additions separate.",308835123200,,
132,up3.residual2.add,residual_add,"[""up3.residual1.divide_by_one"", ""up3.residual2.conv2""]",up3.residual2.add,0,134217728,{},536870912,268435456,0,,,,
133,up3.residual2.divide_by_one,residual_rescale,"[""up3.residual2.add""]",up3.residual2.divide_by_one,0,134217728,{},268435456,268435456,0,Pinned source divides by output_scale_factor=1; retained as source operation.,,,
134,decoder.output_norm,groupnorm,"[""up3.residual2.divide_by_one""]",decoder.output_norm,0,939524128,"{""rsqrt"": 32}",268435456,268435456,512,"Biased-variance two-pass mathematical algorithm, 32 groups; kernel reduction algorithm/workspace unspecified.",,32,4194304
135,decoder.output_silu,silu,"[""decoder.output_norm""]",decoder.output_silu,0,134217728,"{""sigmoid"": 134217728}",268435456,268435456,0,,,,
136,decoder.output,conv2d,"[""decoder.output_silu""]",decoder.output,7247757312,3145728,{},268435456,6291456,6918,"Dense same-padding slots, FMA=2; bias additions separate.",7238323200,,
