run,elapsed_s,gpu_gib,rss_gib,mem_available_gib,pids
main,60.01259767403826,10.771484375,13.12173080444336,100.37313461303711,18
main,61.27011652197689,12.09375,13.121009826660156,100.37787246704102,18
main,62.307089895009995,12.09375,13.120288848876953,100.3143424987793,18
main,63.34646435407922,12.90625,13.116729736328125,100.45090866088867,18
main,64.38738117087632,9.06640625,13.116878509521484,100.42304229736328,18
main,65.44162518205121,3.9921875,4.244541168212891,106.63078689575195,7
main,66.47147527406923,3.9921875,3.9678382873535156,106.78884506225586,5
main,67.50095147802494,3.9921875,3.967845916748047,106.7903938293457,5
main,68.53371783089824,3.9921875,3.9678497314453125,106.75921249389648,5
main,69.56841792305931,3.9921875,3.9678573608398438,106.71712112426758,5
main,70.60447704792023,3.9921875,3.9678611755371094,106.71105575561523,5
main,71.9491077689454,3.9921875,3.966552734375,106.97414016723633,5
main,72.98668481502682,3.9921875,3.1079635620117188,107.25282287597656,4
control,0.04109622398391366,0.0,0.025848388671875,104.6287612915039,1
control,1.382606399944052,0.0,0.7694282531738281,104.00820922851562,8
control,2.422856892924756,0.0,1.1701889038085938,103.7985610961914,8
control,3.455942794913426,0.0,1.4084396362304688,103.63391494750977,8
control,4.488044939003885,0.0,1.48284912109375,106.04520797729492,8
control,5.528765650000423,0.0,1.5828933715820312,107.22693634033203,8
control,6.56182245304808,0.0,2.4008140563964844,106.89376068115234,13
control,7.603721814928576,0.0,2.5712432861328125,108.27166748046875,13
control,8.636279955040663,0.0,2.6829795837402344,108.1996841430664,13
control,9.678268330870196,0.0,2.8066024780273438,108.12226104736328,13
control,10.716153110843152,0.0,2.970905303955078,108.17939758300781,14
control,12.071175517048687,0.0,3.33001708984375,108.01410675048828,12
control,13.10181689192541,0.0,3.4153366088867188,108.21942138671875,11
control,14.14867807389237,0.0,3.5225257873535156,108.1666488647461,11
control,15.18459475087002,0.0,3.7569923400878906,107.87663650512695,11
control,16.213684857822955,0.537109375,5.688255310058594,106.07095718383789,11
control,17.257669742917642,0.919921875,5.9896697998046875,105.59306716918945,11
control,18.29233426786959,3.63671875,4.301109313964844,107.12459182739258,11
control,19.323121449910104,3.056640625,4.6992950439453125,106.99089050292969,12
control,20.360764673911035,3.056640625,5.093730926513672,106.69609832763672,13
control,21.712618818040937,3.056640625,5.772926330566406,106.30326843261719,13
control,22.74014080897905,3.056640625,5.9646148681640625,106.16973495483398,13
control,23.77011040202342,3.056640625,6.082874298095703,106.03681564331055,13
control,24.802201131824404,3.056640625,6.253574371337891,105.77517700195312,13
control,25.841382345883176,3.056640625,6.487548828125,105.524169921875,13
control,26.877577275037766,3.056640625,6.6873931884765625,105.44587707519531,13
control,27.913250816985965,3.056640625,7.271617889404297,105.1348762512207,15
control,28.95199610781856,3.056640625,7.444644927978516,105.02084732055664,15
control,29.988043332006782,3.056640625,7.527446746826172,104.99110794067383,15
control,31.026428655022755,3.056640625,8.07815933227539,104.70657730102539,16
control,32.067635885905474,3.056640625,8.236137390136719,104.88739776611328,16
control,33.11092378385365,3.056640625,8.306838989257812,104.91888427734375,16
control,34.14733818802051,3.056640625,8.491981506347656,104.82073211669922,16
control,35.18640605197288,4.078125,8.83721923828125,104.71046447753906,18
control,36.22830499103293,4.791015625,8.975727081298828,104.55524444580078,16
control,37.27433174382895,6.994140625,9.29879379272461,103.98857879638672,16
control,38.31200655992143,7.046875,9.589794158935547,103.7486457824707,16
control,39.367407819023356,3.84765625,9.725948333740234,103.60704040527344,18
control,40.41387347201817,7.30078125,10.732879638671875,102.9257926940918,18
control,41.80545489490032,5.33203125,11.023723602294922,102.75767135620117,18
control,42.84850674192421,7.02734375,11.13332748413086,102.81253433227539,18
control,43.882146077929065,7.02734375,11.430152893066406,104.58827590942383,18
control,44.92370535782538,7.02734375,11.559677124023438,104.42815017700195,18
control,45.964368304936215,7.02734375,11.661102294921875,104.22046279907227,18
control,47.005047109909356,7.02734375,11.76913070678711,104.38352966308594,18
control,48.04730741097592,3.84765625,12.011276245117188,104.13409805297852,18
control,49.08547125291079,4.271484375,12.917255401611328,103.20954895019531,18
control,50.153954409994185,7.095703125,12.968307495117188,102.89067840576172,18
control,51.42097353981808,7.095703125,13.02157211303711,102.52022933959961,18
control,52.45162333198823,12.09375,13.200237274169922,102.18463516235352,18
control,53.48281463398598,12.09375,13.200298309326172,102.0290412902832,18
control,54.522708790842444,12.90625,13.19588851928711,102.11641693115234,18
control,55.56271830201149,9.06640625,13.195068359375,102.12179565429688,18
control,56.60348872002214,10.771484375,13.204639434814453,102.33227920532227,18
control,57.643455459037796,10.771484375,13.205951690673828,102.25006866455078,18
control,58.68460971885361,12.09375,13.206199645996094,102.33956909179688,18
control,59.71612627292052,12.09375,13.206478118896484,102.35678482055664,18
control,60.75590461003594,12.90625,13.203323364257812,102.3892936706543,18
control,62.097976815886796,6.791015625,1.3402175903320312,110.46203231811523,6
control,63.136981779010966,0.0,1.1482124328613281,111.07513046264648,4
control,64.16751540498808,0.0,0.8712234497070312,111.1810302734375,2
control,65.1981275100261,0.0,0.8712272644042969,111.12491607666016,2
control,66.22853445098735,0.0,0.8712348937988281,111.22396850585938,2
control,67.25942916283384,0.0,0.8712425231933594,111.21443939208984,2
control,68.2901257679332,0.0,0.8712501525878906,111.58768463134766,2
control,69.3229414219968,0.0,0.8699493408203125,111.31045913696289,2
control,70.35982644604519,0.0,0.012882232666015625,110.66022491455078,1
